189.24.208.192,22740,172.217.29.74,443,6,9,1252,9,1495,52,139,573,173,52,166,936,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1252,9,1495,5,2,0,0,476,476,0,0
201.19.237.60,55526,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
179.198.101.241,51999,138.185.122.21,32580,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,2,0
179.198.101.241,51996,35.157.148.24,8100,6,3,200,3,124,40,66,108,36,40,41,44,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,200,3,124,1,0,0,0,132,124,0,0
201.19.237.60,55527,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
191.44.30.110,51997,92.242.140.20,80,6,5,542,5,1636,52,108,326,121,52,327,1420,610,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,542,5,1636,1,1,0,0,268,268,0,0
179.198.101.241,51995,189.6.36.6,62142,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
179.198.101.241,52000,191.190.119.37,39368,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
187.15.251.90,40450,198.105.254.11,80,6,5,466,5,427,40,93,286,108,40,85,263,99,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,466,5,427,1,1,0,0,220,204,0,0
179.198.101.241,51997,189.82.179.123,8080,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
189.24.208.192,22742,172.217.30.10,443,6,11,1545,9,1507,52,140,573,160,52,167,936,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1545,9,1507,6,2,0,0,580,488,0,0
187.15.251.90,40452,198.105.254.11,80,6,4,428,5,427,40,107,288,121,40,85,263,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,428,5,427,1,1,0,0,180,204,0,0
201.19.237.60,55528,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
187.15.251.90,40454,198.105.254.11,80,6,4,427,5,427,40,106,287,120,40,85,263,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,427,5,427,1,1,0,0,180,204,0,0
187.15.251.90,24839,23.23.191.60,80,6,4,865,3,610,40,216,725,339,40,203,518,272,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,4,865,3,610,1,0,0,0,180,132,0,0
201.19.237.60,55529,92.242.140.20,80,6,5,351,5,1506,40,70,179,61,40,301,1334,577,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,351,5,1506,1,1,0,0,212,212,0,0
179.198.101.241,52001,201.41.11.77,14421,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
189.24.208.192,22744,172.217.30.10,443,6,9,1252,9,1495,52,139,573,173,52,166,936,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1252,9,1495,5,2,0,0,476,476,0,0
187.15.171.213,13447,216.58.202.234,443,6,25,2589,18,5792,52,103,444,96,52,321,1440,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2589,18,5792,12,8,0,0,1312,944,0,0
201.19.237.60,55530,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
201.29.241.255,10852,216.218.71.98,6881,6,5,280,4,172,40,56,108,29,40,43,52,6,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,280,4,172,1,0,0,0,212,172,0,0
201.19.237.60,55531,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
201.19.237.60,55532,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
189.24.208.192,22746,172.217.29.74,443,6,9,1252,7,1391,52,139,573,178,52,198,936,328,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,9,1252,7,1391,4,2,0,0,476,372,0,0
187.15.170.6,54928,177.40.193.91,29318,6,6,388,3,132,40,64,108,33,40,44,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,388,3,132,2,0,0,0,252,132,0,0
186.241.174.114,41260,31.13.85.8,443,6,3,371,3,160,52,123,259,117,40,53,60,11,0,1,2,1,1,1,1,0,2,2,2,2,0,0,0,0,0,3,371,3,160,1,0,0,0,164,160,0,0
201.19.237.60,55533,92.242.140.20,80,6,5,351,5,1506,40,70,179,61,40,301,1334,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1506,1,1,0,0,212,212,0,0
187.15.170.6,54933,5.64.162.36,13426,6,5,280,4,172,40,56,108,29,40,43,52,6,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,280,4,172,1,0,0,0,212,172,0,0
201.29.225.58,36638,216.58.202.237,443,6,21,2696,19,6289,52,128,936,196,52,331,1470,483,0,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,21,2696,19,6289,10,9,0,0,1100,1008,0,0
201.29.225.58,45169,172.217.29.106,443,6,21,1861,18,6746,52,88,307,69,52,374,1470,533,0,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,21,1861,18,6746,8,9,0,0,1112,944,0,0
189.24.208.192,22748,216.58.222.106,443,6,10,1304,8,1455,52,130,573,170,52,181,936,308,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,10,1304,8,1455,4,2,0,0,528,436,0,0
201.19.237.60,55534,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
201.19.143.13,59759,17.248.184.40,443,6,11,2107,12,6607,40,191,717,235,40,550,1432,656,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,11,2107,12,6607,5,3,0,0,452,504,0,0
201.19.237.60,55535,92.242.140.20,80,6,5,351,5,1506,40,70,179,61,40,301,1334,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1506,1,1,0,0,212,212,0,0
201.19.248.121,40372,137.116.157.26,443,6,42,44294,24,5196,52,1054,1480,631,52,216,1492,421,0,0,1,0,0,0,1,0,3,3,3,3,0,0,0,0,0,42,44294,24,5196,5,3,0,0,2192,1256,0,0
201.29.225.58,48286,54.72.46.40,443,6,11,2178,8,4074,52,198,1312,374,52,509,1492,626,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,11,2178,8,4074,4,4,0,0,580,424,0,0
201.19.236.161,34165,104.80.84.143,443,6,13,1359,10,4497,40,104,385,105,52,449,1440,583,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,13,1359,10,4497,5,4,0,0,676,528,0,0
189.24.208.192,22749,216.58.222.74,443,6,10,1304,9,1495,52,130,573,165,52,166,936,292,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,10,1304,9,1495,5,2,0,0,528,476,0,0
201.19.237.60,55536,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
201.19.173.231,18735,104.244.42.2,443,6,14,2754,16,2086,40,196,858,267,52,130,675,157,0,0,1,0,0,0,1,0,3,3,3,3,0,0,0,0,0,14,2754,16,2086,7,8,0,0,724,852,0,0
187.15.170.6,54935,103.249.7.253,10179,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,1,1,1,0,2,2,2,2,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
201.19.237.60,55537,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
189.24.208.192,22750,216.58.222.74,443,6,9,1252,9,1495,52,139,573,173,52,166,936,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1252,9,1495,5,2,0,0,476,476,0,0
201.29.246.61,51276,200.221.64.36,80,6,6,1310,5,728,52,218,1038,401,52,145,512,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1310,5,728,1,1,0,0,324,268,0,0
201.19.237.60,55538,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
187.78.174.80,17147,23.45.209.172,443,6,13,1391,10,4497,40,107,385,109,52,449,1440,583,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,13,1391,10,4497,5,4,0,0,676,528,0,0
201.29.246.61,51277,200.221.64.36,443,6,22,2534,27,29687,52,115,1067,218,52,1099,1492,613,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,22,2534,27,29687,5,5,0,0,1156,1412,0,0
179.198.111.11,56714,23.3.131.230,443,6,13,1359,10,4497,40,104,385,105,52,449,1492,595,0,0,2,0,0,0,2,0,3,3,3,3,0,0,0,0,0,13,1359,10,4497,5,4,0,0,676,528,0,0
201.19.237.60,55539,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
177.179.234.26,63312,24.62.18.28,49763,6,3,200,2,92,40,66,108,36,40,46,52,8,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,200,2,92,1,0,0,0,132,92,0,0
179.198.101.241,52032,177.19.75.48,36227,6,5,280,3,132,40,56,108,29,40,44,52,6,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
189.24.208.192,22752,216.58.222.74,443,6,8,1200,9,1507,52,150,573,182,52,167,936,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1200,9,1507,4,2,0,0,424,488,0,0
201.19.237.60,55540,92.242.140.20,80,6,5,351,5,1498,40,70,179,61,40,299,1334,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,351,5,1498,1,1,0,0,212,204,0,0
187.15.170.6,54904,86.42.43.94,63295,6,6,384,4,180,40,64,108,34,40,45,52,6,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,6,384,4,180,2,0,0,0,248,180,0,0
201.29.225.58,41886,104.193.88.120,80,6,23,1666,22,28275,40,72,766,151,40,1285,1492,506,0,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,23,1666,22,28275,1,1,0,0,940,892,0,0
201.19.168.56,54035,54.231.113.211,80,6,6,536,5,815,40,89,324,115,40,163,377,164,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,6,536,5,815,1,2,0,0,252,212,0,0
176.32.23.154,31060,187.15.168.2,63908,6,5,280,3,132,40,56,108,29,40,44,52,6,0,1,2,1,2,2,3,0,6,6,6,6,0,0,0,0,0,5,280,3,132,1,0,0,0,212,132,0,0
